Time_2 (s),f3_2 (Hz),D3_2 (ppm),f5_2 (Hz),D5_2 (ppm),f7_2 (Hz),D7_2 (ppm),f9_2 (Hz),D9_2 (ppm),f11_2 (Hz),D11_2 (ppm),f13_2 (Hz),D13_2 (ppm),Time_3 (s),f3_3 (Hz),D3_3 (ppm),f5_3 (Hz),D5_3 (ppm),f7_3 (Hz),D7_3 (ppm),f9_3 (Hz),D9_3 (ppm),f11_3 (Hz),D11_3 (ppm),f13_3 (Hz),D13_3 (ppm),Time_4 (s),f3_4 (Hz),D3_4 (ppm),f5_4 (Hz),D5_4 (ppm),f7_4 (Hz),D7_4 (ppm),f9_4 (Hz),D9_4 (ppm),f11_4 (Hz),D11_4 (ppm),f13_4 (Hz),D13_4 (ppm)
385783.42,14853883.89,8.15,24750882.48,6.75,34646830.43,6.22,44543773.31,5.40,54440535.85,6.35,64338019.19,6.88,385772.65,14855351.18,15.23,24754586.82,8.40,34652333.89,6.17,44550863.22,6.43,54449156.42,7.38,64348064.00,9.21,385778.12,14847629.59,15.98,24742008.09,10.43,34634964.58,7.58,44528753.68,7.66,54422339.84,9.55,64316644.97,9.94
385859.58,14853883.87,8.15,24750882.46,6.75,34646830.39,6.22,44543773.29,5.40,54440535.82,6.35,64338019.16,6.88,385843.05,14855337.93,16.29,24754581.12,10.46,34652343.49,7.49,44550873.59,7.45,54449191.24,9.09,64348194.57,9.44,385854.28,14847629.58,15.98,24742008.03,10.43,34634964.49,7.58,44528753.56,7.66,54422339.69,9.55,64316644.82,9.94
385921.29,14853883.88,8.15,24750882.45,6.75,34646830.39,6.22,44543773.28,5.40,54440535.80,6.35,64338019.13,6.88,385902.74,14855346.75,15.58,24754584.90,9.09,34652337.08,6.61,44550866.68,6.77,54449168.06,7.95,64348107.81,9.28,385916.00,14847629.58,15.98,24742008.05,10.43,34634964.53,7.58,44528753.61,7.66,54422339.76,9.55,64316644.90,9.94
385993.09,14853883.87,8.15,24750882.45,6.75,34646830.38,6.22,44543773.26,5.40,54440535.79,6.35,64338019.10,6.88,385974.92,14855342.33,15.93,24754583.00,9.78,34652340.29,7.05,44550870.13,7.11,54449179.67,8.52,64348151.09,9.36,385987.79,14847629.58,15.98,24742008.04,10.43,34634964.50,7.58,44528753.57,7.66,54422339.71,9.55,64316644.86,9.94
386074.06,14853883.87,8.15,24750882.44,6.75,34646830.39,6.22,44543773.26,5.40,54440535.79,6.35,64338019.11,6.88,386057.21,14855344.54,15.76,24754583.95,9.43,34652338.68,6.83,44550868.39,6.94,54449173.84,8.23,64348129.41,9.32,386068.76,14847629.58,15.98,24742008.05,10.43,34634964.52,7.58,44528753.59,7.66,54422339.74,9.55,64316644.88,9.94
386157.13,14853883.89,8.15,24750882.44,6.75,34646830.36,6.22,44543773.26,5.40,54440535.79,6.35,64338019.11,6.88,386138.96,14855342.33,15.93,24754583.01,9.78,34652340.30,7.05,44550870.14,7.11,54449179.68,8.52,64348151.11,9.36,386151.83,14847629.58,15.98,24742008.05,10.43,34634964.51,7.58,44528753.59,7.66,54422339.73,9.55,64316644.88,9.94
386228.68,14853883.87,8.15,24750882.44,6.75,34646830.37,6.22,44543773.27,5.40,54440535.78,6.35,64338019.10,6.88,386218.08,14855337.91,16.29,24754581.10,10.46,34652343.49,7.49,44550873.56,7.45,54449191.22,9.09,64348194.28,9.44,386223.38,14847629.58,15.98,24742008.04,10.43,34634964.49,7.58,44528753.56,7.66,54422339.70,9.55,64316644.83,9.94
386298.03,14853883.88,8.15,24750882.44,6.75,34646830.36,6.22,44543773.24,5.40,54440535.76,6.35,64338019.08,6.88,386279.48,14855346.74,15.58,24754584.90,9.09,34652337.08,6.61,44550866.67,6.77,54449168.07,7.95,64348107.80,9.28,386292.73,14847629.57,15.98,24742008.05,10.43,34634964.51,7.58,44528753.58,7.66,54422339.72,9.55,64316644.85,9.94
386370.06,14853883.85,8.15,24750882.42,6.75,34646830.35,6.22,44543773.22,5.40,54440535.73,6.35,64338019.05,6.88,386358.22,14855341.21,16.02,24754582.50,9.95,34652341.05,7.16,44550870.93,7.20,54449182.48,8.66,64348161.60,9.38,386364.77,14847629.55,15.98,24742008.01,10.43,34634964.45,7.58,44528753.52,7.66,54422339.63,9.55,64316644.77,9.94
386452.24,14853883.85,8.15,24750882.40,6.75,34646830.30,6.22,44543773.18,5.40,54440535.70,6.35,64338019.01,6.88,386433.68,14855346.72,15.58,24754584.88,9.09,34652337.05,6.61,44550866.63,6.77,54449168.00,7.95,64348107.74,9.28,386446.95,14847629.55,15.98,24742008.01,10.43,34634964.46,7.58,44528753.53,7.66,54422339.63,9.55,64316644.77,9.94
386531.02,14853883.87,8.15,24750882.41,6.75,34646830.31,6.22,44543773.19,5.40,54440535.70,6.35,64338019.00,6.88,386507.53,14855342.31,15.93,24754583.00,9.78,34652340.27,7.05,44550870.11,7.11,54449179.68,8.52,64348151.41,9.36,386525.72,14847629.55,15.98,24742008.01,10.43,34634964.46,7.58,44528753.54,7.66,54422339.65,9.55,64316644.76,9.94
386610.06,14853883.85,8.15,24750882.41,6.75,34646830.34,6.22,44543773.19,5.40,54440535.71,6.35,64338019.01,6.88,386591.89,14855342.31,15.93,24754582.99,9.78,34652340.26,7.05,44550870.10,7.11,54449179.63,8.52,64348151.03,9.36,386604.77,14847629.55,15.98,24742008.00,10.43,34634964.44,7.58,44528753.49,7.66,54422339.63,9.55,64316644.73,9.94
386677.76,14853883.86,8.15,24750882.41,6.75,34646830.33,6.22,44543773.19,5.40,54440535.70,6.35,64338019.00,6.88,386659.37,14855346.72,15.58,24754584.89,9.09,34652337.06,6.61,44550866.64,6.77,54449168.02,7.95,64348107.73,9.28,386672.46,14847629.55,15.98,24742008.01,10.43,34634964.47,7.58,44528753.55,7.66,54422339.65,9.55,64316644.78,9.94
386748.37,14853883.85,8.15,24750882.41,6.75,34646830.32,6.22,44543773.19,5.40,54440535.70,6.35,64338019.01,6.88,386737.78,14855337.89,16.29,24754581.08,10.46,34652343.45,7.49,44550873.51,7.45,54449191.15,9.09,64348194.22,9.44,386743.08,14847629.54,15.98,24742007.98,10.43,34634964.41,7.58,44528753.47,7.66,54422339.57,9.55,64316644.69,9.94
386813.26,14853883.85,8.15,24750882.41,6.75,34646830.31,6.22,44543773.19,5.40,54440535.69,6.35,64338019.00,6.88,386803.04,14855337.88,16.29,24754581.08,10.46,34652343.45,7.49,44550873.52,7.45,54449191.14,9.10,64348194.25,9.44,386807.97,14847629.54,15.98,24742007.98,10.43,34634964.41,7.58,44528753.46,7.66,54422339.55,9.55,64316644.68,9.94
386887.09,14853883.84,8.15,24750882.39,6.75,34646830.29,6.22,44543773.17,5.40,54440535.67,6.35,64338018.97,6.88,386870.78,14855344.50,15.76,24754583.93,9.43,34652338.65,6.83,44550868.35,6.94,54449173.80,8.23,64348129.36,9.32,386881.82,14847629.54,15.98,24742007.99,10.43,34634964.43,7.58,44528753.49,7.66,54422339.59,9.55,64316644.71,9.94
386975.73,14853883.84,8.15,24750882.40,6.75,34646830.28,6.22,44543773.17,5.40,54440535.66,6.35,64338018.95,6.88,386959.54,14855341.19,16.02,24754582.50,9.95,34652341.04,7.16,44550870.94,7.20,54449182.50,8.66,64348161.83,9.38,386970.43,14847629.53,15.98,24742007.98,10.43,34634964.41,7.58,44528753.46,7.66,54422339.56,9.55,64316644.67,9.94
387066.36,14853883.84,8.15,24750882.39,6.75,34646830.27,6.22,44543773.16,5.40,54440535.66,6.35,64338018.96,6.88,387047.03,14855346.71,15.58,24754584.88,9.09,34652337.04,6.61,44550866.63,6.77,54449168.02,7.95,64348107.59,9.28,387061.06,14847629.53,15.98,24742007.98,10.43,34634964.42,7.58,44528753.48,7.66,54422339.57,9.55,64316644.67,9.94
387139.57,14853883.82,8.15,24750882.37,6.75,34646830.24,6.22,44543773.12,5.40,54440535.61,6.35,64338018.91,6.88,387124.20,14855347.79,15.49,24754585.33,8.92,34652336.20,6.50,44550865.72,6.68,54449165.02,7.81,64348096.72,9.26,387134.28,14847629.51,15.98,24742007.96,10.43,34634964.40,7.58,44528753.44,7.66,54422339.54,9.55,64316644.62,9.94
387227.06,14853883.82,8.15,24750882.37,6.75,34646830.23,6.22,44543773.11,5.40,54440535.60,6.35,64338018.90,6.88,387208.90,14855342.27,15.94,24754582.96,9.78,34652340.20,7.05,44550870.04,7.11,54449179.55,8.52,64348150.98,9.36,387221.76,14847629.50,15.98,24742007.92,10.43,34634964.34,7.58,44528753.37,7.66,54422339.46,9.55,64316644.55,9.94
387290.77,14853883.80,8.15,24750882.37,6.74,34646830.21,6.22,44543773.11,5.40,54440535.60,6.35,64338018.89,6.88,387280.53,14855337.85,16.29,24754581.05,10.46,34652343.38,7.49,44550873.46,7.45,54449191.07,9.10,64348194.17,9.44,387285.47,14847629.49,15.98,24742007.91,10.43,34634964.31,7.58,44528753.32,7.66,54422339.41,9.55,64316644.49,9.94
387356.80,14853883.81,8.15,24750882.36,6.74,34646830.21,6.22,44543773.09,5.40,54440535.57,6.35,64338018.86,6.88,387339.12,14855342.26,15.94,24754582.94,9.78,34652340.19,7.05,44550870.02,7.11,54449179.54,8.52,64348150.97,9.36,387351.50,14847629.49,15.98,24742007.92,10.43,34634964.32,7.58,44528753.33,7.66,54422339.43,9.55,64316644.51,9.94
387429.74,14853883.79,8.15,24750882.36,6.74,34646830.23,6.22,44543773.08,5.40,54440535.57,6.35,64338018.83,6.88,387417.90,14855341.15,16.03,24754582.46,9.95,34652340.97,7.16,44550870.86,7.19,54449182.39,8.67,64348161.50,9.38,387424.45,14847629.49,15.98,24742007.91,10.43,34634964.31,7.58,44528753.34,7.66,54422339.42,9.55,64316644.50,9.94
387510.45,14853883.81,8.15,24750882.37,6.74,34646830.25,6.22,44543773.10,5.40,54440535.59,6.35,64338018.88,6.88,387492.27,14855342.26,15.94,24754582.96,9.78,34652340.20,7.05,44550870.05,7.11,54449179.57,8.52,64348150.96,9.36,387505.14,14847629.50,15.98,24742007.92,10.43,34634964.33,7.58,44528753.36,7.66,54422339.45,9.55,64316644.54,9.94
387589.62,14853883.81,8.15,24750882.37,6.74,34646830.23,6.22,44543773.09,5.40,54440535.58,6.35,64338018.86,6.88,387566.13,14855342.27,15.94,24754582.96,9.78,34652340.21,7.05,44550870.07,7.11,54449179.60,8.52,64348151.33,9.36,387584.32,14847629.50,15.98,24742007.92,10.43,34634964.33,7.58,44528753.36,7.66,54422339.45,9.55,64316644.55,9.94
387668.78,14853883.81,8.15,24750882.36,6.74,34646830.21,6.22,44543773.09,5.40,54440535.58,6.35,64338018.85,6.88,387650.60,14855342.26,15.94,24754582.96,9.78,34652340.21,7.05,44550870.05,7.11,54449179.57,8.52,64348150.97,9.36,387663.48,14847629.50,15.98,24742007.93,10.43,34634964.34,7.58,44528753.38,7.66,54422339.45,9.55,64316644.54,9.94
387739.29,14853883.81,8.15,24750882.36,6.74,34646830.23,6.22,44543773.08,5.40,54440535.57,6.35,64338018.84,6.88,387723.49,14855341.16,16.03,24754582.48,9.95,34652341.01,7.16,44550870.90,7.20,54449182.45,8.66,64348161.80,9.38,387734.01,14847629.50,15.98,24742007.92,10.43,34634964.33,7.58,44528753.37,7.66,54422339.45,9.55,64316644.52,9.94
387821.35,14853883.81,8.15,24750882.37,6.74,34646830.27,6.22,44543773.09,5.40,54440535.59,6.35,64338018.87,6.88,387810.75,14855337.85,16.29,24754581.05,10.46,34652343.41,7.49,44550873.49,7.45,54449191.13,9.09,64348194.19,9.44,387816.06,14847629.50,15.98,24742007.93,10.43,34634964.34,7.58,44528753.36,7.66,54422339.46,9.55,64316644.55,9.94
387895.35,14853883.82,8.15,24750882.36,6.74,34646830.22,6.22,44543773.08,5.40,54440535.57,6.35,64338018.85,6.88,387877.17,14855342.27,15.94,24754582.95,9.78,34652340.22,7.05,44550870.06,7.11,54449179.60,8.52,64348150.98,9.36,387890.05,14847629.50,15.98,24742007.94,10.43,34634964.36,7.58,44528753.39,7.66,54422339.49,9.55,64316644.58,9.94
387965.91,14853883.81,8.15,24750882.36,6.74,34646830.23,6.22,44543773.08,5.40,54440535.57,6.35,64338018.83,6.88,387950.08,14855341.16,16.03,24754582.48,9.95,34652341.01,7.16,44550870.92,7.20,54449182.47,8.67,64348161.83,9.38,387960.61,14847629.50,15.98,24742007.93,10.43,34634964.35,7.58,44528753.39,7.66,54422339.48,9.55,64316644.58,9.94
388056.52,14853883.82,8.15,24750882.36,6.74,34646830.22,6.22,44543773.08,5.40,54440535.57,6.35,64338018.86,6.88,388037.23,14855346.69,15.58,24754584.86,9.09,34652337.03,6.61,44550866.64,6.77,54449168.04,7.95,64348107.59,9.28,388051.21,14847629.52,15.98,24742007.96,10.43,34634964.39,7.58,44528753.44,7.66,54422339.53,9.55,64316644.63,9.94
388134.44,14853883.82,8.15,24750882.36,6.75,34646830.24,6.22,44543773.09,5.40,54440535.58,6.35,64338018.86,6.88,388116.26,14855342.28,15.94,24754582.97,9.78,34652340.24,7.05,44550870.10,7.11,54449179.63,8.52,64348151.03,9.36,388129.14,14847629.52,15.98,24742007.97,10.43,34634964.39,7.58,44528753.45,7.66,54422339.53,9.55,64316644.64,9.94
388207.11,14853883.83,8.15,24750882.37,6.75,34646830.25,6.22,44543773.11,5.40,54440535.60,6.35,64338018.88,6.88,388188.94,14855342.28,15.94,24754582.98,9.78,34652340.26,7.05,44550870.13,7.11,54449179.67,8.52,64348151.07,9.36,388201.82,14847629.54,15.98,24742007.99,10.43,34634964.42,7.58,44528753.49,7.66,54422339.59,9.55,64316644.70,9.94
388286.24,14853883.86,8.15,24750882.38,6.75,34646830.25,6.22,44543773.11,5.40,54440535.60,6.35,64338018.88,6.88,388262.76,14855342.29,15.94,24754583.01,9.78,34652340.30,7.05,44550870.18,7.11,54449179.74,8.52,64348151.49,9.36,388280.95,14847629.55,15.98,24742008.01,10.43,34634964.46,7.58,44528753.54,7.66,54422339.65,9.55,64316644.78,9.94
388359.02,14853883.84,8.15,24750882.38,6.75,34646830.28,6.22,44543773.13,5.40,54440535.63,6.35,64338018.92,6.88,388347.20,14855341.20,16.03,24754582.53,9.95,34652341.08,7.16,44550871.02,7.20,54449182.59,8.67,64348161.74,9.38,388353.73,14847629.56,15.98,24742008.02,10.43,34634964.47,7.58,44528753.54,7.66,54422339.65,9.55,64316644.78,9.94
388439.58,14853883.86,8.15,24750882.38,6.75,34646830.27,6.22,44543773.14,5.40,54440535.64,6.35,64338018.93,6.88,388421.40,14855342.31,15.94,24754583.02,9.78,34652340.31,7.05,44550870.19,7.11,54449179.75,8.52,64348151.18,9.36,388434.29,14847629.57,15.98,24742008.04,10.43,34634964.50,7.58,44528753.58,7.66,54422339.70,9.55,64316644.84,9.94
388510.50,14853883.85,8.15,24750882.38,6.75,34646830.28,6.22,44543773.13,5.40,54440535.63,6.35,64338018.93,6.88,388493.98,14855337.90,16.29,24754581.13,10.47,34652343.51,7.49,44550873.65,7.45,54449191.33,9.09,64348194.66,9.44,388505.21,14847629.57,15.98,24742008.05,10.43,34634964.49,7.58,44528753.56,7.66,54422339.69,9.55,64316644.83,9.94
388568.80,14853883.85,8.15,24750882.39,6.75,34646830.27,6.22,44543773.14,5.40,54440535.64,6.35,64338018.94,6.88,388551.12,14855342.32,15.94,24754583.03,9.78,34652340.33,7.05,44550870.22,7.11,54449179.80,8.52,64348151.28,9.36,388563.51,14847629.59,15.98,24742008.07,10.43,34634964.54,7.58,44528753.62,7.66,54422339.76,9.55,64316644.92,9.94
388640.20,14853883.86,8.15,24750882.39,6.75,34646830.28,6.22,44543773.16,5.40,54440535.65,6.35,64338018.94,6.88,388629.65,14855337.91,16.29,24754581.12,10.46,34652343.52,7.49,44550873.65,7.45,54449191.31,9.10,64348194.40,9.44,388634.92,14847629.59,15.98,24742008.07,10.43,34634964.53,7.58,44528753.62,7.66,54422339.76,9.55,64316644.92,9.94
388709.51,14853883.86,8.15,24750882.38,6.75,34646830.27,6.22,44543773.13,5.40,54440535.62,6.35,64338018.92,6.88,388690.96,14855346.74,15.58,24754584.92,9.09,34652337.13,6.61,44550866.78,6.77,54449168.19,7.95,64348107.94,9.28,388704.22,14847629.60,15.98,24742008.09,10.43,34634964.58,7.58,44528753.68,7.66,54422339.83,9.55,64316644.98,9.94
388783.35,14853883.86,8.15,24750882.38,6.75,34646830.27,6.22,44543773.15,5.40,54440535.64,6.35,64338018.95,6.88,388770.98,14855344.54,15.76,24754583.98,9.43,34652338.74,6.83,44550868.50,6.94,54449173.98,8.24,64348129.34,9.32,388778.05,14847629.61,15.98,24742008.11,10.43,34634964.60,7.58,44528753.70,7.66,54422339.86,9.55,64316645.02,9.94
388851.07,14853883.85,8.15,24750882.38,6.75,34646830.28,6.22,44543773.15,5.40,54440535.64,6.35,64338018.96,6.88,388834.68,14855346.75,15.58,24754584.95,9.09,34652337.15,6.61,44550866.80,6.77,54449168.18,7.95,64348107.89,9.28,388845.77,14847629.61,15.98,24742008.11,10.43,34634964.62,7.58,44528753.73,7.66,54422339.87,9.55,64316645.05,9.94
388922.41,14853883.86,8.15,24750882.38,6.75,34646830.27,6.22,44543773.15,5.40,54440535.64,6.35,64338018.94,6.88,388910.58,14855341.23,16.03,24754582.56,9.95,34652341.15,7.16,44550871.10,7.19,54449182.66,8.67,64348161.83,9.38,388917.12,14847629.61,15.98,24742008.11,10.43,34634964.59,7.58,44528753.70,7.66,54422339.86,9.55,64316645.03,9.94
388997.69,14853883.87,8.15,24750882.38,6.75,34646830.27,6.22,44543773.14,5.40,54440535.64,6.35,64338018.94,6.88,388980.32,14855342.34,15.94,24754583.05,9.78,34652340.37,7.05,44550870.27,7.11,54449179.81,8.52,64348151.45,9.36,388992.40,14847629.62,15.98,24742008.13,10.43,34634964.63,7.58,44528753.74,7.66,54422339.91,9.55,64316645.07,9.94
389071.44,14853883.89,8.15,24750882.38,6.75,34646830.27,6.22,44543773.16,5.40,54440535.66,6.35,64338018.96,6.88,389052.11,14855346.76,15.58,24754584.96,9.09,34652337.19,6.61,44550866.86,6.77,54449168.31,7.95,64348107.90,9.28,389066.15,14847629.64,15.98,24742008.16,10.43,34634964.68,7.58,44528753.83,7.66,54422339.99,9.55,64316645.17,9.94
389145.23,14853883.89,8.15,24750882.39,6.75,34646830.25,6.22,44543773.16,5.40,54440535.66,6.35,64338018.95,6.88,389126.67,14855346.77,15.58,24754584.97,9.09,34652337.20,6.61,44550866.87,6.77,54449168.30,7.95,64348108.07,9.28,389139.93,14847629.66,15.98,24742008.18,10.43,34634964.71,7.58,44528753.85,7.66,54422340.04,9.55,64316645.22,9.94
389218.89,14853883.89,8.15,24750882.39,6.75,34646830.25,6.22,44543773.16,5.40,54440535.66,6.35,64338018.98,6.88,389203.43,14855347.88,15.49,24754585.45,8.92,34652336.40,6.50,44550866.01,6.68,54449165.37,7.81,64348097.17,9.26,389213.62,14847629.66,15.98,24742008.20,10.43,34634964.74,7.58,44528753.88,7.66,54422340.08,9.55,64316645.27,9.94
389308.82,14853883.90,8.15,24750882.39,6.75,34646830.26,6.22,44543773.18,5.40,54440535.67,6.35,64338018.97,6.88,389292.22,14855347.89,15.49,24754585.47,8.92,34652336.42,6.50,44550866.04,6.68,54449165.42,7.81,64348097.17,9.26,389303.53,14847629.68,15.98,24742008.22,10.43,34634964.77,7.58,44528753.92,7.66,54422340.12,9.55,64316645.32,9.94
389390.27,14853883.90,8.15,24750882.40,6.75,34646830.27,6.22,44543773.19,5.40,54440535.68,6.35,64338018.99,6.88,389372.10,14855342.37,15.94,24754583.11,9.78,34652340.44,7.05,44550870.38,7.11,54449179.97,8.52,64348151.43,9.36,389384.98,14847629.69,15.98,24742008.23,10.43,34634964.75,7.58,44528753.90,7.66,54422340.11,9.55,64316645.30,9.94
389463.08,14853883.90,8.15,24750882.41,6.75,34646830.28,6.22,44543773.21,5.40,54440535.70,6.35,64338019.01,6.88,389451.24,14855341.28,16.03,24754582.64,9.95,34652341.25,7.16,44550871.25,7.20,54449182.85,8.67,64348162.03,9.38,389457.78,14847629.70,15.98,24742008.25,10.43,34634964.78,7.58,44528753.95,7.66,54422340.17,9.55,64316645.37,9.94
389538.41,14853883.92,8.15,24750882.41,6.76,34646830.30,6.22,44543773.21,5.40,54440535.72,6.35,64338019.03,6.88,389521.02,14855342.39,15.94,24754583.14,9.78,34652340.48,7.05,44550870.43,7.11,54449180.01,8.52,64348151.70,9.36,389533.11,14847629.73,15.98,24742008.28,10.43,34634964.84,7.58,44528754.01,7.66,54422340.24,9.55,64316645.47,9.94
389606.46,14853883.93,8.15,24750882.41,6.76,34646830.30,6.22,44543773.24,5.40,54440535.74,6.35,64338019.05,6.88,389587.90,14855346.82,15.58,24754585.05,9.09,34652337.31,6.61,44550867.01,6.77,54449168.46,7.95,64348108.28,9.28,389601.17,14847629.74,15.98,24742008.32,10.43,34634964.89,7.58,44528754.08,7.66,54422340.30,9.55,64316645.54,9.94
389678.52,14853883.93,8.15,24750882.42,6.76,34646830.31,6.22,44543773.26,5.40,54440535.77,6.35,64338019.10,6.88,389666.67,14855341.31,16.02,24754582.68,9.95,34652341.33,7.16,44550871.33,7.20,54449182.96,8.67,64348162.17,9.38,389673.22,14847629.76,15.98,24742008.33,10.43,34634964.91,7.58,44528754.11,7.66,54422340.34,9.55,64316645.61,9.94
389754.56,14853883.95,8.15,24750882.43,6.76,34646830.33,6.22,44543773.28,5.40,54440535.79,6.35,64338019.13,6.88,389736.15,14855346.85,15.58,24754585.09,9.09,34652337.37,6.61,44550867.09,6.77,54449168.57,7.95,64348108.37,9.28,389749.24,14847629.78,15.98,24742008.38,10.43,34634964.98,7.58,44528754.21,7.66,54422340.47,9.55,64316645.74,9.94
389832.46,14853883.96,8.15,24750882.44,6.76,34646830.35,6.22,44543773.30,5.40,54440535.81,6.35,64338019.15,6.88,389814.29,14855342.45,15.94,24754583.21,9.78,34652340.60,7.05,44550870.58,7.11,54449180.20,8.52,64348151.71,9.36,389827.16,14847629.80,15.98,24742008.40,10.43,34634965.00,7.58,44528754.22,7.66,54422340.51,9.55,64316645.78,9.94
389903.36,14853883.97,8.15,24750882.45,6.76,34646830.34,6.22,44543773.33,5.40,54440535.84,6.35,64338019.18,6.88,389886.84,14855338.05,16.29,24754581.33,10.47,34652343.83,7.49,44550874.06,7.45,54449191.82,9.09,64348195.25,9.44,389898.06,14847629.82,15.98,24742008.43,10.43,34634965.03,7.58,44528754.27,7.66,54422340.54,9.55,64316645.85,9.94
389961.81,14853883.98,8.15,24750882.47,6.76,34646830.37,6.22,44543773.36,5.40,54440535.88,6.35,64338019.23,6.88,389950.35,14855341.37,16.02,24754582.76,9.95,34652341.45,7.16,44550871.49,7.20,54449183.14,8.67,64348162.42,9.38,389956.52,14847629.84,15.98,24742008.47,10.43,34634965.09,7.58,44528754.35,7.66,54422340.65,9.55,64316645.95,9.94
390036.62,14853883.98,8.15,24750882.47,6.76,34646830.37,6.22,44543773.37,5.40,54440535.89,6.35,64338019.24,6.88,390019.40,14855342.48,15.93,24754583.27,9.78,34652340.67,7.05,44550870.67,7.11,54449180.28,8.52,64348151.99,9.36,390031.32,14847629.86,15.98,24742008.50,10.43,34634965.14,7.58,44528754.42,7.66,54422340.72,9.55,64316646.02,9.94
390100.19,14853883.99,8.15,24750882.47,6.76,34646830.38,6.22,44543773.38,5.40,54440535.90,6.35,64338019.26,6.88,390089.97,14855338.08,16.29,24754581.37,10.47,34652343.87,7.49,44550874.12,7.45,54449191.85,9.10,64348195.11,9.44,390094.91,14847629.87,15.98,24742008.51,10.43,34634965.14,7.58,44528754.42,7.66,54422340.72,9.55,64316646.05,9.94
390166.06,14853884.02,8.15,24750882.49,6.77,34646830.38,6.22,44543773.40,5.40,54440535.93,6.35,64338019.29,6.88,390148.39,14855342.51,15.93,24754583.29,9.78,34652340.72,7.05,44550870.74,7.11,54449180.40,8.52,64348152.02,9.36,390160.76,14847629.90,15.98,24742008.56,10.43,34634965.22,7.58,44528754.50,7.66,54422340.82,9.55,64316646.17,9.94
390246.26,14853884.04,8.15,24750882.51,6.77,34646830.40,6.22,44543773.43,5.40,54440535.97,6.35,64338019.33,6.88,390226.92,14855346.94,15.58,24754585.22,9.09,34652337.57,6.61,44550867.34,6.77,54449168.89,7.95,64348108.56,9.28,390240.96,14847629.92,15.98,24742008.60,10.43,34634965.29,7.58,44528754.59,7.66,54422340.94,9.55,64316646.29,9.94
390324.15,14853884.05,8.15,24750882.51,6.77,34646830.40,6.22,44543773.43,5.40,54440535.97,6.35,64338019.34,6.88,390305.98,14855342.53,15.94,24754583.34,9.78,34652340.78,7.05,44550870.81,7.11,54449180.48,8.52,64348152.03,9.36,390318.86,14847629.93,15.98,24742008.62,10.43,34634965.30,7.58,44528754.63,7.66,54422340.97,9.55,64316646.34,9.94
390396.72,14853884.07,8.15,24750882.51,6.77,34646830.40,6.22,44543773.46,5.40,54440535.99,6.35,64338019.37,6.88,390378.55,14855342.55,15.93,24754583.35,9.78,34652340.80,7.05,44550870.83,7.11,54449180.52,8.52,64348152.11,9.36,390391.42,14847629.95,15.98,24742008.65,10.43,34634965.35,7.58,44528754.68,7.66,54422341.04,9.55,64316646.44,9.94
390464.96,14853884.06,8.15,24750882.51,6.77,34646830.39,6.22,44543773.45,5.40,54440535.99,6.35,64338019.40,6.88,390446.47,14855346.97,15.58,24754585.26,9.09,34652337.61,6.61,44550867.41,6.77,54449168.94,7.95,64348108.84,9.28,390459.68,14847629.97,15.98,24742008.69,10.43,34634965.40,7.58,44528754.75,7.66,54422341.13,9.55,64316646.52,9.94
